# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      10.081       99.200      196.289    14398.992
      10.182      109.100      196.297    14398.992
      10.283      109.000      196.332    14398.992
      10.384      118.800      196.348    14398.992
      10.485      119.000      196.418    14398.992
      10.586      138.500      196.590    14398.992
      10.687      118.100      196.891    14398.992
      10.789       98.700      196.617    14398.992
      10.890       59.500      196.680    14398.992
      10.991        9.900      196.695    14398.992
      11.092       29.700      196.723    14398.992
      11.193       69.100      196.758    14398.992
      11.294       69.200      196.797    14398.992
      11.395       29.700      196.824    14398.992
      11.496       98.900      196.844    14398.992
      11.597       89.200      196.855    14398.992
      11.698      109.000      196.863    14398.992
      11.799      119.000      196.879    14398.992
      11.900      109.000      196.887    14398.992
      12.001      109.000      196.898    14398.992
      12.102      109.000      196.898    14398.992
      12.203      109.000      196.898    14398.992
      12.304      108.900      196.910    14398.992
      12.404      109.100      196.914    14398.992
      12.505      119.100      196.918    14398.992
      12.606      109.100      196.934    14398.992
      12.707      119.000      196.953    14398.992
      12.808       99.200      196.973    14398.992
      12.908      119.000      196.980    14398.992
      13.009      119.100      196.980    14398.992
      13.110       49.500      196.980    14398.992
      13.211       59.200      196.980    14398.992
      13.313       98.600      196.984    14398.992
      13.414       49.300      196.992    14398.992
      13.516       98.700      197.000    14398.992
      13.617       89.000      197.008    14398.992
      13.718       49.500      197.016    14398.992
      13.819       99.000      197.016    14398.992
      13.920       99.100      197.020    14398.992
      14.020      109.100      197.020    14398.992
      14.121      109.100      197.020    14398.992
      14.222      109.200      197.020    14398.992
      14.323      119.100      197.023    14398.992
      14.424      109.100      197.023    14398.992
      14.524      119.000      197.023    14398.992
      14.625      119.100      197.035    14398.992
      14.726       99.200      197.035    14398.992
      14.827      109.000      197.039    14398.992
      14.928      119.000      197.059    14398.992
      15.029      109.200      197.062    14398.992
      15.129      109.100      197.062    14398.992
      15.230       39.600      197.062    14398.992
      15.332       98.900      197.070    14398.992
      15.433       39.600      197.070    14398.992
      15.534       79.000      197.070    14398.992
      15.635       98.900      197.082    14398.992
      15.736       39.600      197.082    14398.992
      15.837       78.900      197.082    14398.992
      15.939       88.700      197.094    14398.992
      16.041       39.300      197.094    14398.992
      16.141      118.900      197.094    14398.992
      16.242       99.100      197.094    14398.992
      16.343      129.000      197.105    14398.992
      16.444       99.200      197.105    14398.992
      16.545      119.000      197.109    14398.992
      16.646      109.200      197.117    14398.992
      16.746      119.000      197.121    14398.992
      16.847      119.100      197.121    14398.992
      16.948       99.100      197.125    14398.992
      17.049      109.100      197.129    14398.992
      17.150      119.000      197.137    14398.992
      17.251       59.400      197.137    14398.992
      17.352       99.000      197.145    14398.992
      17.453       59.400      197.148    14398.992
      17.554       69.000      197.156    14398.992
      17.655       98.900      197.164    14398.992
      17.756       69.300      197.168    14398.992
      17.857       98.900      197.168    14398.992
      17.958       79.100      197.176    14398.992
      18.059       19.800      197.176    14398.992
      18.160       79.300      197.176    14398.992
      18.261      109.100      197.176    14398.992
      18.362      119.100      197.180    14398.992
      18.463      119.100      197.184    14398.992
      18.563      109.100      197.188    14398.992
      18.664      119.100      197.203    14398.992
      18.765      109.200      197.203    14398.992
      18.866      119.000      197.207    14398.992
      18.966      109.200      197.215    14398.992
      19.067       99.200      197.223    14398.992
      19.168      109.100      197.227    14398.992
      19.269      109.100      197.227    14398.992
      19.370       79.200      197.234    14398.992
      19.471       59.400      197.242    14398.992
      19.572       69.200      197.246    14398.992
      19.673      118.900      197.254    14398.992
      19.774       59.500      197.258    14398.992
      19.875       99.000      197.262    14398.992
      19.976       69.200      197.270    14398.992
      20.077       39.400      197.270    14398.992
      20.178       49.500      197.273    14398.992
      20.279      109.200      197.273    14398.992
      20.380      119.100      197.281    14398.992
      20.481      119.100      197.289    14398.992
      20.581      109.100      197.289    14398.992
      20.682      109.100      197.301    14398.992
      20.783      119.100      197.305    14398.992
      20.884      109.200      197.320    14398.992
      20.985      119.000      197.332    14398.992
      21.086       99.200      197.332    14398.992
      21.186      109.100      197.336    14398.992
      21.287      109.200      197.336    14398.992
      21.388       79.300      197.348    14398.992
      21.489       79.100      197.605    14398.992
      21.590       69.100      197.613    14398.992
      21.691      118.700      197.629    14398.992
      21.792       69.300      197.629    14398.992
      21.893      108.900      197.629    14398.992
      21.994       69.200      197.633    14398.992
      22.096       39.500      197.633    14398.992
      22.197       49.500      197.637    14398.992
      22.298       99.200      197.637    14398.992
      22.398      119.100      197.652    14398.992
      22.499      109.200      197.652    14398.992
      22.600      109.100      197.652    14398.992
      22.701      119.100      197.676    14398.992
      22.801      119.000      197.676    14398.992
      22.902      109.000      197.684    14398.992
      23.003      118.900      197.703    14398.992
      23.104       99.200      197.707    14398.992
      23.205       99.200      197.711    14398.992
      23.306      129.000      197.711    14398.992
      23.407       89.200      197.719    14398.992
      23.507       49.500      197.719    14398.992
      23.608       39.600      197.723    14398.992
      23.710       79.000      197.754    14398.992
      23.811       69.300      197.762    14398.992
      23.912       59.500      197.762    14398.992
      24.013       49.500      197.773    14398.992
      24.114       29.700      197.777    14398.992
      24.215       39.600      197.781    14398.992
      24.316       79.300      197.781    14398.992
      24.417      109.000      197.793    14398.992
      24.518      119.000      197.793    14398.992
      24.618      109.100      197.797    14398.992
      24.719      119.000      197.809    14398.992
      24.820      119.000      197.816    14398.992
      24.921      109.200      197.832    14398.992
      25.022      109.100      197.844    14398.992
      25.122      109.100      197.848    14398.992
      25.223       99.200      197.855    14398.992
      25.324      119.100      197.859    14398.992
      25.425      109.000      197.863    14398.992
      25.526       59.400      197.867    14398.992
      25.627       59.200      197.867    14398.992
      25.728      108.900      197.871    14398.992
      25.829       79.300      197.875    14398.992
      25.930       69.400      197.875    14398.992
      26.031       99.000      197.879    14398.992
      26.132       29.700      197.883    14398.992
      26.233       19.800      197.883    14398.992
      26.334       79.200      197.883    14398.992
      26.435      118.900      197.898    14398.992
      26.536      109.200      197.898    14398.992
      26.636      119.000      197.910    14398.992
      26.737      109.100      197.910    14398.992
      26.838      109.100      197.914    14398.992
      26.939      119.100      197.914    14398.992
      27.040      119.100      197.926    14398.992
      27.141      148.800      198.273    14398.992
      27.242       59.300      198.273    14398.992
      27.343       19.700      198.273    14398.992
      27.444       69.100      197.949    14398.992
      27.545       79.200      197.957    14398.992
      27.647       59.300      197.957    14398.992
      27.748       98.800      197.965    14398.992
      27.849       89.100      197.965    14398.992
      27.950       98.800      197.965    14398.992
      28.051       98.800      197.969    14398.992
      28.152       59.500      197.969    14398.992
      28.253      109.200      197.969    14398.992
      28.354      119.100      197.969    14398.992
      28.455      109.100      197.973    14398.992
      28.556      119.000      197.980    14398.992
      28.657      109.000      197.984    14398.992
      28.757      109.000      197.984    14398.992
      28.858      119.000      197.996    14398.992
      28.959      138.800      198.004    14398.992
      29.060      148.500      198.352    14398.992
      29.161       69.200      198.352    14398.992
      29.262        9.900      198.352    14398.992
      29.364       39.400      198.352    14398.992
      29.465       89.000      198.355    14398.992
      29.566       79.200      197.934    14398.992
      29.667       39.500      197.934    14398.992
      29.769       88.900      197.934    14398.992
      29.870       89.100      197.934    14398.992
      29.971      128.500      197.934    14398.992
      30.072       88.900      197.938    14398.992
      30.173      109.000      197.941    14398.992
      30.274      119.100      197.941    14398.992
      30.375       99.300      197.941    14398.992
      30.475      109.200      197.949    14398.992
      30.576      119.100      197.949    14398.992
      30.677      119.100      197.949    14398.992
      30.778      109.100      197.961    14398.992
      30.879      148.800      198.402    14398.992
      30.979      138.700      198.070    14398.992
      31.080       69.200      198.070    14398.992
      31.182       29.700      198.070    14398.992
      31.283       19.700      198.070    14398.992
      31.384       39.400      198.070    14398.992
      31.486       88.900      198.074    14398.992
      31.587       79.200      198.078    14398.992
      31.688       29.700      198.078    14398.992
      31.789      108.700      198.082    14398.992
      31.890       88.900      198.086    14398.992
      31.991      118.700      198.090    14398.992
      32.092      119.000      198.094    14398.992
      32.193      109.100      198.094    14398.992
      32.294       99.200      198.094    14398.992
      32.395      119.100      198.098    14398.992
      32.495      119.100      198.098    14398.992
      32.596      109.000      198.102    14398.992
      32.697      158.400      198.438    14398.992
      32.798       99.000      198.016    14398.992
      32.899       89.000      198.020    14398.992
      33.000      118.700      198.285    14398.992
      33.102       69.100      198.285    14398.992
      33.203       39.500      198.285    14398.992
      33.304        0.000      198.285    14398.992
      33.405       49.400      198.289    14398.992
      33.507       69.200      198.297    14398.992
      33.607       89.000      198.305    14398.992
      33.709       69.200      198.305    14398.992
      33.810      109.000      198.309    14398.992
      33.911      119.100      198.316    14398.992
      34.011      129.000      198.316    14398.992
      34.112       99.100      198.316    14398.992
      34.213      119.100      198.320    14398.992
      34.314       99.200      198.328    14398.992
      34.415      128.900      198.844    14398.992
      34.516      128.700      198.762    14398.992
      34.617       99.000      198.344    14398.992
      34.718       49.600      198.344    14398.992
      34.818       69.400      198.348    14398.992
      34.919       99.000      198.355    14398.992
      35.020      128.700      198.363    14398.992
      35.121       29.700      198.363    14398.992
      35.223       29.700      198.363    14398.992
      35.323        0.000      198.363    14398.992
      35.424       59.400      198.371    14398.992
      35.525       59.500      198.375    14398.992
      35.626      119.000      198.383    14398.992
      35.727      109.100      198.391    14398.992
      35.828      129.000      198.395    14398.992
      35.929      109.100      198.395    14398.992
      36.029      109.100      198.395    14398.992
      36.130      109.000      198.395    14398.992
      36.231      119.100      198.395    14398.992
      36.332      148.900      198.805    14398.992
      36.433       79.300      198.809    14398.992
      36.534       39.500      198.809    14398.992
      36.635       98.900      198.367    14398.992
      36.736       49.500      198.371    14398.992
      36.837       59.500      198.371    14398.992
      36.938       69.400      198.383    14398.992
      37.039       99.100      198.391    14398.992
      37.140       19.800      198.391    14398.992
      37.241       39.500      198.391    14398.992
      37.342       29.700      198.395    14398.992
      37.443      109.100      198.398    14398.992
      37.544      118.800      198.402    14398.992
      37.645      118.900      198.406    14398.992
      37.746       99.100      198.410    14398.992
      37.846      119.000      198.410    14398.992
      37.947      119.100      198.414    14398.992
      38.048      119.000      198.418    14398.992
      38.149      128.900      198.883    14398.992
      38.250      108.900      198.883    14398.992
      38.351        0.000      198.883    14398.992
      38.452       69.100      198.898    14398.992
      38.554       59.300      198.902    14398.992
      38.655       89.100      198.484    14398.992
      38.756       79.100      198.484    14398.992
      38.857       79.100      198.484    14398.992
      38.958       89.100      198.484    14398.992
      39.059       89.200      198.484    14398.992
      39.160       39.500      198.484    14398.992
      39.261       99.100      198.484    14398.992
      39.362      109.100      198.484    14398.992
      39.463      109.000      198.492    14398.992
      39.564      109.100      198.500    14398.992
      39.664      119.000      198.504    14398.992
      39.765      109.100      198.504    14398.992
      39.866      119.100      198.504    14398.992
      39.967      119.100      198.504    14398.992
      40.068      118.900      198.949    14398.992
      40.169       99.200      198.691    14398.992
      40.269       29.700      198.695    14398.992
      40.370        0.000      198.695    14398.992
      40.472       69.200      198.699    14398.992
      40.573       59.200      198.703    14398.992
      40.674      118.600      198.707    14398.992
      40.775       59.400      198.707    14398.992
      40.876       69.400      198.707    14398.992
      40.977       69.400      198.711    14398.992
      41.078       59.400      198.715    14398.992
      41.179       99.000      198.715    14398.992
      41.280      119.000      198.715    14398.992
      41.381      109.100      198.715    14398.992
      41.481      109.100      198.715    14398.992
      41.582      108.900      198.715    14398.992
      41.683      128.900      198.715    14398.992
      41.784      109.000      198.715    14398.992
      41.885      138.900      198.992    14398.992
      41.986      138.800      198.996    14398.992
      42.087      108.800      198.570    14398.992
      42.188       39.400      198.570    14398.992
      42.290       39.400      198.578    14398.992
      42.391        0.000      198.578    14398.992
      42.493       88.900      198.586    14398.992
      42.594       39.600      198.590    14398.992
      42.695       89.000      198.590    14398.992
      42.796       59.400      198.594    14398.992
      42.897       79.000      198.594    14398.992
      42.998       89.000      198.605    14398.992
      43.099      109.000      198.785    14398.992
      43.200      109.000      198.785    14398.992
      43.301      109.000      198.789    14398.992
      43.402      119.100      198.789    14398.992
      43.503      119.000      198.789    14398.992
      43.603      109.100      198.789    14398.992
      43.704      138.800      199.035    14398.992
      43.805      118.800      198.719    14398.992
      43.906      108.700      198.727    14398.992
      44.007       98.700      198.730    14398.992
      44.109      108.600      198.730    14398.992
      44.210       19.700      198.730    14398.992
      44.312       49.400      198.730    14398.992
      44.413        0.000      198.730    14398.992
      44.514       79.100      198.902    14398.992
      44.615       29.700      198.902    14398.992
      44.716      108.800      198.906    14398.992
      44.817       79.300      199.023    14399.242
      44.918      128.900      199.023    14399.242
      45.019      109.000      199.023    14399.242
      45.119      118.900      199.027    14399.242
      45.220       99.200      199.027    14399.242
      45.321      119.000      199.027    14399.242
      45.422      109.100      199.027    14399.242
      45.523      148.600      199.379    14399.242
      45.624       39.500      198.961    14399.242
      45.725      118.400      198.969    14399.242
      45.826       69.300      198.977    14399.242
      45.927       89.000      198.980    14399.242
      46.028       99.000      198.980    14399.242
      46.130       98.600      198.984    14399.242
      46.231       19.700      198.984    14399.242
      46.333       19.800      198.984    14399.242
      46.434       19.800      198.984    14399.242
      46.535       98.900      198.984    14399.242
      46.636      109.000      198.984    14399.242
      46.737      109.100      198.988    14399.242
      46.838      119.000      198.992    14399.242
      46.938      109.100      198.996    14399.242
      47.039      119.000      199.000    14399.242
      47.140      109.100      199.008    14399.242
      47.241      109.100      199.008    14399.242
      47.342      148.900      199.188    14399.242
      47.442       39.600      199.441    14399.242
      47.543      119.100      199.441    14399.242
      47.644       19.800      199.441    14399.242
      47.745       79.200      199.379    14399.242
      47.846       89.100      199.387    14399.242
      47.947       79.100      199.387    14399.242
      48.048       99.000      199.395    14399.242
      48.149       79.200      199.395    14399.242
      48.250        0.000      199.395    14399.242
      48.351       39.600      199.395    14399.242
      48.452       99.100      199.395    14399.242
      48.553      119.000      199.402    14399.242
      48.654      109.000      199.402    14399.242
      48.755      109.100      199.406    14399.242
      48.855      119.000      199.410    14399.242
      48.956      109.100      199.418    14399.242
      49.057      119.000      199.430    14399.242
      49.158      118.900      199.434    14399.242
      49.259      138.700      199.777    14399.242
      49.360       29.700      199.777    14399.242
      49.461        0.000      199.777    14399.242
      49.561       79.400      199.793    14399.242
      49.662       19.800      199.793    14399.242
      49.763       89.100      199.367    14399.242
      49.864       79.200      199.367    14399.242
      49.965       79.100      199.367    14399.242
      50.066       98.900      199.375    14399.242
      50.168       98.900      199.375    14399.242
      50.269       29.700      199.375    14399.242
      50.369      119.100      199.375    14399.242
      50.470       99.200      199.375    14399.242
      50.571      119.000      199.395    14399.242
      50.672      109.100      199.395    14399.242
      50.773      119.000      199.395    14399.242
      50.874      109.100      199.398    14399.242
      50.974      119.000      199.402    14399.242
      51.075      148.900      199.590    14399.242
      51.176       99.200      199.574    14399.242
      51.277       19.800      199.574    14399.242
      51.378       19.800      199.578    14399.242
      51.478        0.000      199.578    14399.242
      51.579       69.400      199.582    14399.242
      51.680        9.900      199.582    14399.242
      51.781       39.700      199.594    14399.242
      51.882       49.600      199.598    14399.242
      51.983       39.700      199.598    14399.242
      52.083       79.400      199.602    14399.242
      52.184       79.400      199.605    14399.242
      52.285       99.300      199.605    14399.242
      52.386      109.100      199.605    14399.242
      52.486      109.100      199.605    14399.242
      52.587      128.900      199.605    14399.242
      52.688      109.100      199.605    14399.242
      52.789      109.100      199.605    14399.242
      52.890      128.800      199.609    14399.242
      52.991      148.300      199.637    14399.242
      53.092      128.800      199.574    14399.242
      53.193       49.400      199.578    14399.242
      53.294        9.800      199.578    14399.242
      53.396       39.400      199.578    14399.242
      53.498        0.000      199.578    14399.242
      53.599      138.400      199.598    14399.242
      53.700       29.700      199.598    14399.242
      53.801       69.200      199.598    14399.242
      53.902       99.100      199.602    14399.242
      54.003       88.900      199.613    14399.242
      54.104      118.700      199.621    14399.242
      54.205      109.100      199.625    14399.242
      54.306      109.200      199.625    14399.242
      54.407      119.000      199.629    14399.242
      54.507       99.200      199.629    14399.242
      54.608      129.000      199.641    14399.242
      54.709      109.100      199.641    14399.242
      54.810      139.000      200.234    14399.242
      54.911      129.000      199.551    14399.242
      55.011       99.100      199.551    14399.242
      55.112      108.900      199.555    14399.242
      55.213       59.300      199.559    14399.242
      55.315        9.800      199.559    14399.242
      55.417       39.400      199.562    14399.242
      55.518       19.700      199.562    14399.242
      55.620      108.500      199.574    14399.242
      55.721       59.300      199.574    14399.242
      55.822       59.200      199.586    14399.242
      55.923      109.000      199.598    14399.242
      56.024      119.100      199.598    14399.242
      56.125      119.000      199.602    14399.242
      56.225      109.100      199.605    14399.242
      56.326      109.200      199.605    14399.242
      56.427      109.200      199.605    14399.242
      56.528      128.900      200.121    14399.242
      56.629      148.800      200.125    14399.242
      56.729       59.400      199.789    14399.242
      56.831       79.000      199.789    14399.242
      56.932      118.800      199.797    14399.242
      57.033       89.200      199.797    14399.242
      57.134      118.700      199.797    14399.242
      57.235       39.500      199.797    14399.242
      57.336       29.600      199.797    14399.242
      57.438       29.600      199.797    14399.242
      57.539       29.700      199.797    14399.242
      57.640      109.000      199.797    14399.242
      57.741      109.000      199.797    14399.242
      57.842      119.000      199.797    14399.242
      57.942      109.200      199.809    14399.242
      58.043      119.100      199.809    14399.242
      58.144      119.100      199.824    14399.242
      58.245      109.100      199.828    14399.242
      58.346      109.200      199.828    14399.242
      58.446      139.000      199.855    14399.242
      58.547       59.500      200.113    14399.242
      58.648      108.900      200.113    14399.242
      58.749       39.600      199.793    14399.242
      58.850       78.900      199.793    14399.242
      58.952       79.100      199.801    14399.242
      59.053       79.200      199.809    14399.242
      59.154      118.500      199.816    14399.242
      59.255       19.800      199.816    14399.242
      59.356        9.900      199.816    14399.242
      59.457       29.700      199.816    14399.242
      59.558      108.900      199.816    14399.242
      59.659      109.100      199.828    14399.242
      59.760      109.100      199.836    14399.242
      59.861      119.000      199.836    14399.242
      59.961      119.100      199.852    14399.242
      60.062      109.100      199.859    14399.242
      60.163      119.000      199.863    14399.242
      60.264      109.200      199.867    14399.242
      60.365      128.800      200.383    14399.242
      60.466      128.700      200.211    14399.242
      60.566       29.700      200.215    14399.242
      60.668      118.800      200.215    14399.242
      60.768       49.500      199.801    14399.242
      60.870       98.900      199.805    14399.242
      60.971       79.200      199.812    14399.242
      61.072       98.900      199.812    14399.242
      61.173      128.400      199.820    14399.242
      61.274       29.600      199.820    14399.242
      61.376       49.400      199.820    14399.242
      61.477       59.300      199.820    14399.242
      61.578      109.100      199.820    14399.242
      61.679      109.000      200.277    14399.242
      61.780      119.000      200.316    14399.492
      61.881      109.100      200.453    14399.242
      61.981      119.100      200.492    14399.242
      62.082      119.100      200.582    14399.492
      62.183      109.200      200.594    14399.492
      62.284      119.000      200.602    14399.492
      62.384      148.700      200.867    14399.492
      62.485       59.400      200.867    14399.492
      62.586       19.800      200.867    14399.492
      62.688      108.600      200.875    14399.492
      62.789       49.500      200.453    14399.492
      62.890       69.100      200.719    14399.492
      62.991       98.800      200.719    14399.492
      63.093       98.700      200.723    14399.492
      63.194      108.700      200.727    14399.492
      63.295       49.300      200.730    14399.492
      63.397       59.300      200.734    14399.492
      63.498       99.000      200.734    14399.492
      63.599      119.000      200.734    14399.492
      63.699      109.100      200.738    14399.492
      63.800      109.100      200.738    14399.492
      63.901      119.000      200.754    14399.492
      64.002      109.100      200.758    14399.492
      64.103      119.100      200.758    14399.492
      64.203      118.900      200.762    14399.492
      64.304      129.000      201.191    14399.492
      64.405      118.800      201.195    14399.492
      64.506        0.000      201.195    14399.492
      64.607        9.900      201.199    14399.492
      64.708       79.100      201.211    14399.492
      64.809       39.500      200.785    14399.492
      64.911       98.700      200.789    14399.492
      65.012       89.000      200.793    14399.492
      65.113       89.100      200.793    14399.492
      65.214      118.900      200.797    14399.492
      65.315       39.500      200.797    14399.492
      65.416       98.900      200.797    14399.492
      65.517      109.100      200.797    14399.492
      65.618      109.200      200.797    14399.492
      65.719      109.200      200.805    14399.492
      65.819      119.100      200.805    14399.492
      65.920      119.000      200.816    14399.492
      66.021      109.200      200.820    14399.492
      66.122      119.000      200.828    14399.492
      66.223      128.800      200.824    14399.492
      66.324      138.700      201.273    14399.492
      66.425       79.200      201.273    14399.492
      66.526        9.900      201.273    14399.492
      66.627       19.800      201.281    14399.492
      66.729      108.800      201.293    14399.492
      66.829       49.600      200.961    14399.492
      66.931       39.600      200.961    14399.492
      67.032       78.700      200.965    14399.492
      67.133       69.000      200.965    14399.492
      67.235       79.100      200.969    14399.492
      67.336       39.500      200.973    14399.492
      67.437      108.800      200.973    14399.492
      67.538       99.100      200.973    14399.492
      67.639      109.000      200.973    14399.492
      67.740      118.900      200.973    14399.492
      67.841      109.100      200.980    14399.492
      67.942      108.900      200.984    14399.492
      68.043      129.000      200.984    14399.492
      68.144      108.900      200.988    14399.492
      68.245      138.700      201.660    14399.492
      68.346      108.800      201.348    14399.492
      68.447       39.600      201.348    14399.492
      68.548       19.700      201.352    14399.492
      68.649       29.600      201.352    14399.492
      68.750       69.300      201.355    14399.492
      68.851       79.300      200.895    14399.492
      68.952       59.300      200.895    14399.492
      69.053      108.800      200.898    14399.492
      69.155       79.000      200.906    14399.492
      69.256       99.000      200.914    14399.492
      69.357       79.200      200.914    14399.492
      69.458      119.100      200.914    14399.492
      69.558       99.200      200.914    14399.492
      69.659      109.100      200.914    14399.492
      69.760      119.000      200.922    14399.492
      69.861      109.200      200.922    14399.492
      69.962      109.200      200.895    14399.492
      70.062      138.900      201.105    14399.492
      70.163       59.500      201.117    14399.492
      70.264       89.100      201.117    14399.492
      70.365        0.000      201.117    14399.492
      70.466       49.500      201.121    14399.492
      70.567        0.000      201.121    14399.492
      70.669       29.700      201.121    14399.492
      70.770       39.600      201.125    14399.492
      70.870       69.200      201.129    14399.492
      70.972       98.800      201.133    14399.492
      71.073      108.800      201.141    14399.492
      71.174      119.000      201.152    14399.492
      71.275      119.000      201.164    14399.492
      71.375      109.100      201.164    14399.492
      71.476      109.100      201.164    14399.492
      71.577      109.100      201.164    14399.492
      71.678      109.100      201.168    14399.492
      71.779      119.100      201.445    14399.492
      71.879       39.700      201.023    14399.492
      71.980       49.600      201.031    14399.492
      72.081       39.700      201.031    14399.492
      72.182       59.600      201.055    14399.492
      72.283       49.600      201.055    14399.492
      72.383        0.000      201.055    14399.492
      72.484       29.800      201.055    14399.492
      72.585        0.000      201.055    14399.492
      72.686       39.500      201.059    14399.492
      72.787       49.600      201.059    14399.492
      72.888      109.200      201.062    14399.492
      72.989      119.000      201.070    14399.492
      73.089      119.000      201.074    14399.492
      73.190      109.100      201.074    14399.492
      73.291      119.100      201.078    14399.492
      73.392      109.100      201.078    14399.492
      73.493      119.000      201.078    14399.492
      73.594      118.800      201.504    14399.492
      73.695       69.300      201.512    14399.492
      73.796       39.600      201.516    14399.492
      73.897       49.500      201.523    14399.492
      73.998       79.100      201.117    14399.492
      74.099      128.600      201.121    14399.492
      74.200       98.900      201.121    14399.492
      74.301      118.700      201.125    14399.492
      74.402        0.000      201.125    14399.492
      74.503       69.000      201.125    14399.492
      74.605       39.600      201.125    14399.492
      74.706      119.000      201.137    14399.492
      74.806      109.000      201.141    14399.492
      74.907      119.100      201.141    14399.492
      75.008      119.100      201.141    14399.492
      75.109      109.000      201.145    14399.492
      75.210      119.000      201.156    14399.492
      75.311      119.000      201.152    14399.492
      75.411      138.800      201.586    14399.492
      75.512       59.400      201.586    14399.492
      75.614        0.000      201.586    14399.492
      75.715       69.200      201.590    14399.492
      75.816       59.300      201.594    14399.492
      75.917       59.400      201.594    14399.492
      76.018       98.900      201.168    14399.492
      76.119       89.100      201.172    14399.492
      76.220      108.900      201.184    14399.492
      76.321      108.800      201.184    14399.492
      76.422       39.700      201.184    14399.492
      76.523      109.100      201.184    14399.492
      76.624      109.100      201.184    14399.492
      76.725      109.100      201.188    14399.492
      76.826      109.100      201.188    14399.492
      76.926      119.100      201.188    14399.492
      77.027      109.100      201.191    14399.492
      77.128      129.000      201.445    14399.492
      77.229      148.600      201.652    14399.492
      77.330      138.800      201.652    14399.492
      77.431        9.900      201.652    14399.492
      77.532       69.200      201.652    14399.492
      77.633        0.000      201.652    14399.492
      77.734       69.200      201.914    14399.492
      77.836       59.300      201.914    14399.492
      77.936       59.300      201.918    14399.492
      78.038       89.100      201.586    14399.492
      78.139       99.000      201.590    14399.492
