timedelta,P,Q
753600,-671.052062988281,-67.1052062988281
753900,-642.912231445312,-64.2912231445312
754200,-614.58984375,-61.458984375
754500,-586.09228515625,-58.609228515625
754800,-557.426940917969,-55.7426940917969
755100,-528.601379394531,-52.8601379394531
755400,-499.623382568359,-49.9623382568359
755700,-470.500610351562,-47.0500610351562
756000,-441.240936279297,-44.1240936279297
756300,-410.353729248047,-41.0353729248047
756600,-379.921325683594,-37.9921325683594
756900,-349.952514648438,-34.9952514648438
757200,-320.454284667969,-32.0454284667969
757500,-291.431274414062,-29.1431274414062
757800,-262.885589599609,-26.2885589599609
758100,-234.816177368164,-23.4816177368164
758400,-207.218109130859,-20.7218109130859
758700,-180.081756591797,-18.0081756591797
759000,-153.981811523438,-15.3981811523438
759300,-150.589828491211,-15.0589828491211
759600,-143.371124267578,-14.3371124267578
759900,-136.092987060547,-13.6092987060547
760200,-128.784362792969,-12.8784362792969
760500,-121.445953369141,-12.1445953369141
760800,-114.078773498535,-11.4078773498535
761100,-106.684425354004,-10.6684425354004
761400,-99.2654724121094,-9.92654724121094
761700,-91.8261260986328,-9.18261260986328
762000,-84.3733825683594,-8.43733825683594
762300,-76.9190063476562,-7.69190063476562
762600,-72.3111190795898,-7.23111190795898
762900,-64.7783813476562,-6.47783813476562
763200,-57.3506050109863,-5.73506050109863
763500,-51.1165504455566,-5.11165504455566
763800,-45.0236587524414,-4.50236587524414
764100,-58.9847984313965,-5.89847984313965
764400,-52.7518844604492,-5.27518844604492
764700,-46.5028228759766,-4.65028228759766
765000,-40.2377166748047,-4.02377166748047
765300,-33.9566612243652,-3.39566612243652
765600,-27.6597690582275,-2.76597690582275
765900,-21.3471508026123,-2.13471508026123
766200,-15.0189275741577,-1.50189275741577
766500,-8.67522239685059,-0.867522239685059
766800,-2.31616497039795,-0.231616497039795
767100,-2.12528800964355,-0.212528800964355
767400,-1.93400728702545,-0.193400728702545
767700,-1.74232709407806,-0.174232709407806
768000,-1.5502518415451,-0.15502518415451
768300,-1.35778594017029,-0.135778594017029
768600,-1.16493403911591,-0.116493403911591
768900,-0.971701085567474,-0.0971701085567474
769200,-0.778091967105865,-0.0778091967105865
769500,-0.584111928939819,-0.0584111928939819
769800,-0.389766216278076,-0.0389766216278076
770100,-0.195060357451439,-0.0195060357451439
770400,0,0
770700,0,0
771000,0,0
771300,0,0
771600,0,0
771900,0,0
772200,0,0
772500,0,0
772800,0,0
773100,0,0
773400,0,0
773700,0,0
774000,0,0
774300,0,0
774600,0,0
774900,0,0
775200,0,0
775500,0,0
775800,0,0
776100,0,0
776400,0,0
776700,0,0
777000,0,0
777300,0,0
777600,0,0
777900,0,0
778200,0,0
778500,0,0
778800,0,0
779100,0,0
779400,0,0
779700,0,0
780000,0,0
780300,0,0
780600,0,0
780900,0,0
781200,0,0
781500,0,0
781800,0,0
782100,0,0
782400,0,0
782700,0,0
783000,0,0
783300,0,0
783600,0,0
783900,0,0
784200,0,0
784500,0,0
784800,0,0
785100,0,0
785400,0,0
785700,0,0
786000,0,0
786300,0,0
786600,0,0
786900,0,0
787200,0,0
787500,0,0
787800,0,0
788100,0,0
788400,0,0
788700,0,0
789000,0,0
789300,0,0
789600,0,0
789900,0,0
790200,0,0
790500,0,0
790800,0,0
791100,0,0
791400,0,0
791700,0,0
792000,0,0
792300,-2.93971085548401,-0.293971085548401
792600,-5.87564516067505,-0.587564516067505
792900,-8.43692874908447,-0.843692874908447
793200,-11.1899576187134,-1.11899576187134
793500,-13.9479742050171,-1.39479742050171
793800,-16.7148666381836,-1.67148666381836
794100,-19.4907245635986,-1.94907245635986
794400,-22.2743911743164,-2.22743911743164
794700,-25.0644855499268,-2.50644855499268
795000,-27.887788772583,-2.7887788772583
795300,-30.6624145507812,-3.06624145507812
795600,-33.4352149963379,-3.34352149963379
795900,-42.1914367675781,-4.21914367675781
796200,-50.8117141723633,-5.08117141723633
796500,-59.3221969604492,-5.93221969604492
796800,-67.7416152954102,-6.77416152954102
797100,-76.0835342407227,-7.60835342407227
797400,-84.3578872680664,-8.43578872680664
797700,-92.5720138549805,-9.25720138549805
798000,-108.143829345703,-10.8143829345703
798300,-125.350456237793,-12.5350456237793
798600,-143.802581787109,-14.3802581787109
798900,-160.977996826172,-16.0977996826172
799200,-182.281524658203,-18.2281524658203
799500,-204.247589111328,-20.4247589111328
799800,-228.299926757812,-22.8299926757812
800100,-254.417633056641,-25.4417633056641
800400,-282.575744628906,-28.2575744628906
800700,-312.745452880859,-31.2745452880859
801000,-344.400238037109,-34.4400238037109
801300,-378.951293945312,-37.8951293945312
801600,-415.403381347656,-41.5403381347656
801900,-453.713104248047,-45.3713104248047
802200,-493.833709716797,-49.3833709716797
802500,-535.715393066406,-53.5715393066406
802800,-579.305480957031,-57.9305480957031
803100,-614.361145019531,-61.4361145019531
803400,-655.698791503906,-65.5698791503906
803700,-693.015319824219,-69.3015319824219
804000,-731.118896484375,-73.1118896484375
804300,-769.973449707031,-76.9973449707031
804600,-809.541931152344,-80.9541931152344
804900,-849.786315917969,-84.9786315917969
805200,-890.667541503906,-89.0667541503906
805500,-932.145812988281,-93.2145812988281
805800,-974.180541992188,-97.4180541992188
806100,-1016.73052978516,-101.673052978516
806400,-1059.75390625,-105.975390625
806700,-1104.16967773438,-110.416967773438
807000,-1141.244140625,-114.1244140625
807300,-1178.4599609375,-117.84599609375
807600,-1215.78649902344,-121.578649902344
807900,-1253.19299316406,-125.319299316406
808200,-1290.64880371094,-129.064880371094
808500,-1328.12365722656,-132.812365722656
808800,-1365.5869140625,-136.55869140625
809100,-1403.00830078125,-140.300830078125
809400,-1440.35778808594,-144.035778808594
809700,-1477.60534667969,-147.760534667969
810000,-1514.72131347656,-151.472131347656
810300,-1542.97009277344,-154.297009277344
810600,-1570.7626953125,-157.07626953125
810900,-1596.06872558594,-159.606872558594
811200,-1622.75512695312,-162.275512695312
811500,-1648.95446777344,-164.895446777344
811800,-1674.65661621094,-167.465661621094
812100,-1699.8515625,-169.98515625
812400,-1724.53002929688,-172.453002929688
812700,-1748.68273925781,-174.868273925781
813000,-1772.30065917969,-177.230065917969
813300,-1795.37512207031,-179.537512207031
813600,-1817.89782714844,-181.789782714844
813900,-1831.05603027344,-183.105603027344
814200,-1843.40173339844,-184.340173339844
814500,-1854.94262695312,-185.494262695312
814800,-1865.68664550781,-186.568664550781
815100,-1875.64221191406,-187.564221191406
815400,-1884.81726074219,-188.481726074219
815700,-1893.21997070312,-189.321997070312
816000,-1900.85900878906,-190.085900878906
816300,-1907.74243164062,-190.774243164062
816600,-1913.87890625,-191.387890625
816900,-1919.27673339844,-191.927673339844
817200,-1923.94458007812,-192.394458007812
817500,-1930.58508300781,-193.058508300781
817800,-1936.57861328125,-193.657861328125
818100,-1941.92858886719,-194.192858886719
818400,-1946.63842773438,-194.663842773438
818700,-1950.71179199219,-195.071179199219
819000,-1963.75512695312,-196.375512695312
819300,-1966.80883789062,-196.680883789062
819600,-1969.23400878906,-196.923400878906
819900,-1971.03442382812,-197.103442382812
820200,-1972.21350097656,-197.221350097656
820500,-1972.775390625,-197.2775390625
820800,-1972.7236328125,-197.27236328125
821100,-1971.13049316406,-197.113049316406
821400,-1968.93188476562,-196.893188476562
821700,-1966.13208007812,-196.613208007812
822000,-1962.73583984375,-196.273583984375
822300,-1958.74816894531,-195.874816894531
822600,-1954.17370605469,-195.417370605469
822900,-1949.01782226562,-194.901782226562
823200,-1943.28540039062,-194.328540039062
823500,-1936.98181152344,-193.698181152344
823800,-1930.11267089844,-193.011267089844
824100,-1922.68322753906,-192.268322753906
824400,-1914.69946289062,-191.469946289062
824700,-1906.88342285156,-190.688342285156
825000,-1898.50524902344,-189.850524902344
825300,-1889.56750488281,-188.956750488281
825600,-1880.07275390625,-188.007275390625
825900,-1870.02392578125,-187.002392578125
826200,-1859.423828125,-185.9423828125
826500,-1848.275390625,-184.8275390625
826800,-1836.58178710938,-183.658178710938
827100,-1824.34619140625,-182.434619140625
827400,-1811.57202148438,-181.157202148438
827700,-1798.26245117188,-179.826245117188
828000,-1784.42102050781,-178.442102050781
828300,-1766.15246582031,-176.615246582031
828600,-1747.42407226562,-174.742407226562
828900,-1728.24450683594,-172.824450683594
829200,-1708.62268066406,-170.862268066406
829500,-1688.56762695312,-168.856762695312
829800,-1668.08862304688,-166.808862304688
830100,-1647.19482421875,-164.719482421875
830400,-1625.89587402344,-162.589587402344
830700,-1604.20141601562,-160.420141601562
831000,-1582.12133789062,-158.212133789062
831300,-1559.66564941406,-155.966564941406
831600,-1536.84448242188,-153.684448242188
831900,-1499.49853515625,-149.949853515625
832200,-1470.95544433594,-147.095544433594
832500,-1442.24584960938,-144.224584960938
832800,-1413.38928222656,-141.338928222656
833100,-1384.40490722656,-138.440490722656
833400,-1355.31237792969,-135.531237792969
833700,-1326.13110351562,-132.613110351562
834000,-1296.88049316406,-129.688049316406
834300,-1267.58032226562,-126.758032226562
834600,-1238.25,-123.825
834900,-1208.90893554688,-120.890893554688
835200,-1179.57666015625,-117.957666015625
835500,-1139.86865234375,-113.986865234375
835800,-1088.10693359375,-108.810693359375
836100,-1050.17077636719,-105.017077636719
836400,-1012.90515136719,-101.290515136719
836700,-976.35009765625,-97.635009765625
837000,-940.54443359375,-94.054443359375
837300,-905.525512695312,-90.5525512695312
837600,-871.329162597656,-87.1329162597656
837900,-837.9892578125,-83.79892578125
838200,-798.406677246094,-79.8406677246094
838500,-767.286987304688,-76.7286987304688
838800,-737.107360839844,-73.7107360839844
839100,-706.153686523438,-70.6153686523438
839400,-675.681335449219,-67.5681335449219
839700,-645.707885742188,-64.5707885742188
840000,-616.249755859375,-61.6249755859375
840300,-587.322082519531,-58.7322082519531
840600,-558.938781738281,-55.8938781738281
840900,-531.112243652344,-53.1112243652344
841200,-503.853332519531,-50.3853332519531
841500,-477.170989990234,-47.7170989990234
841800,-450.008880615234,-45.0008880615234
842100,-424.922943115234,-42.4922943115234
842400,-400.409698486328,-40.0409698486328
842700,-375.727966308594,-37.5727966308594
843000,-351.401550292969,-35.1401550292969
843300,-327.432525634766,-32.7432525634766
843600,-303.821136474609,-30.3821136474609
843900,-280.565673828125,-28.0565673828125
844200,-257.662139892578,-25.7662139892578
844500,-235.103652954102,-23.5103652954102
844800,-212.879928588867,-21.2879928588867
845100,-190.976593017578,-19.0976593017578
845400,-170.427932739258,-17.0427932739258
845700,-161.847137451172,-16.1847137451172
846000,-153.235733032227,-15.3235733032227
846300,-144.847534179688,-14.4847534179688
846600,-136.424850463867,-13.6424850463867
846900,-127.971618652344,-12.7971618652344
847200,-119.492851257324,-11.9492851257324
847500,-115.612701416016,-11.5612701416016
847800,-106.77498626709,-10.677498626709
848100,-97.9521560668945,-9.79521560668945
848400,-89.1587142944336,-8.91587142944336
848700,-80.4154586791992,-8.04154586791992
849000,-71.7526397705078,-7.17526397705078
849300,-63.2142868041992,-6.32142868041992
849600,-54.8631935119629,-5.48631935119629
849900,-48.8664398193359,-4.88664398193359
850200,-43.0231857299805,-4.30231857299805
850500,-56.6466636657715,-5.66466636657715
850800,-50.6769714355469,-5.06769714355469
851100,-44.6897010803223,-4.46897010803223
851400,-38.6849327087402,-3.86849327087402
851700,-32.6627655029297,-3.26627655029297
852000,-26.6233005523682,-2.66233005523682
852300,-20.5666446685791,-2.05666446685791
852600,-14.4929046630859,-1.44929046630859
852900,-8.40219879150391,-0.840219879150391
853200,-2.29464840888977,-0.229464840888977
853500,-2.10436034202576,-0.210436034202576
853800,-1.9138867855072,-0.19138867855072
854100,-1.72323226928711,-0.172323226928711
854400,-1.5324010848999,-0.15324010848999
854700,-1.34139823913574,-0.134139823913574
855000,-1.1502286195755,-0.11502286195755
855300,-0.958897173404694,-0.0958897173404694
855600,-0.767409086227417,-0.0767409086227417
855900,-0.575769782066345,-0.0575769782066345
856200,-0.383984744548798,-0.0383984744548798
856500,-0.192059531807899,-0.0192059531807899
856800,0,0
857100,0,0
857400,0,0
857700,0,0
858000,0,0
858300,0,0
858600,0,0
858900,0,0
859200,0,0
859500,0,0
859800,0,0
860100,0,0
860400,0,0
860700,0,0
861000,0,0
861300,0,0
861600,0,0
861900,0,0
862200,0,0
862500,0,0
862800,0,0
863100,0,0
863400,0,0
863700,0,0
864000,0,0
864300,0,0
864600,0,0
864900,0,0
865200,0,0
865500,0,0
865800,0,0
866100,0,0
866400,0,0
866700,0,0
867000,0,0
867300,0,0
867600,0,0
867900,0,0
868200,0,0
868500,0,0
868800,0,0
869100,0,0
869400,0,0
869700,0,0
870000,0,0
870300,0,0
870600,0,0
870900,0,0
871200,0,0
871500,0,0
871800,0,0
872100,0,0
872400,0,0
872700,0,0
873000,0,0
873300,0,0
873600,0,0
873900,0,0
874200,0,0
874500,0,0
874800,0,0
875100,0,0
875400,0,0
875700,0,0
876000,0,0
876300,0,0
876600,0,0
876900,0,0
877200,0,0
877500,0,0
877800,0,0
878100,0,0
878400,0,0
878700,-3.07998514175415,-0.307998514175415
879000,-6.1559362411499,-0.61559362411499
879300,-8.7921257019043,-0.87921257019043
879600,-11.6482715606689,-1.16482715606689
879900,-14.5090732574463,-1.45090732574463
880200,-17.3787994384766,-1.73787994384766
880500,-20.2570171356201,-2.02570171356201
880800,-23.1418743133545,-2.31418743133545
881100,-26.0313873291016,-2.60313873291016
881400,-28.9238433837891,-2.89238433837891
881700,-31.8178615570068,-3.18178615570068
882000,-34.7123603820801,-3.47123603820801
882300,-40.1426734924316,-4.01426734924316
882600,-45.5544509887695,-4.55544509887695
882900,-50.9509429931641,-5.09509429931641
883200,-56.334300994873,-5.6334300994873
883500,-61.705924987793,-6.1705924987793
883800,-67.0667343139648,-6.70667343139648
884100,-72.4172973632812,-7.24172973632812
884400,-78.2456130981445,-7.82456130981445
884700,-84.2263107299805,-8.42263107299805
885000,-90.2851638793945,-9.02851638793945
885300,-96.420539855957,-9.6420539855957
885600,-102.630981445312,-10.2630981445312
885900,-113.382415771484,-11.3382415771484
886200,-124.217575073242,-12.4217575073242
886500,-135.139068603516,-13.5139068603516
886800,-146.147872924805,-14.6147872924805
887100,-157.243850708008,-15.7243850708008
887400,-168.42610168457,-16.842610168457
887700,-179.693176269531,-17.9693176269531
888000,-191.043258666992,-19.1043258666992
888300,-202.474304199219,-20.2474304199219
888600,-213.984085083008,-21.3984085083008
888900,-225.570297241211,-22.5570297241211
889200,-237.230545043945,-23.7230545043945
889500,-250.059127807617,-25.0059127807617
889800,-262.935272216797,-26.2935272216797
890100,-275.856964111328,-27.5856964111328
890400,-288.822143554688,-28.8822143554688
890700,-301.828765869141,-30.1828765869141
891000,-314.874755859375,-31.4874755859375
891300,-327.958068847656,-32.7958068847656
891600,-341.076629638672,-34.1076629638672
891900,-354.228485107422,-35.4228485107422
892200,-367.411651611328,-36.7411651611328
892500,-380.624114990234,-38.0624114990234
892800,-393.863983154297,-39.3863983154297
893100,-412.298400878906,-41.2298400878906
893400,-430.896850585938,-43.0896850585938
893700,-449.653137207031,-44.9653137207031
894000,-478.239501953125,-47.8239501953125
894300,-497.978729248047,-49.7978729248047
894600,-517.874206542969,-51.7874206542969
894900,-537.918762207031,-53.7918762207031
895200,-558.104858398438,-55.8104858398438
895500,-578.425109863281,-57.8425109863281
895800,-598.872009277344,-59.8872009277344
896100,-619.437866210938,-61.9437866210938
896400,-640.114990234375,-64.0114990234375
896700,-658.458618164062,-65.8458618164062
897000,-676.903503417969,-67.6903503417969
897300,-695.442260742188,-69.5442260742188
897600,-714.067443847656,-71.4067443847656
897900,-732.771484375,-73.2771484375
898200,-751.546813964844,-75.1546813964844
898500,-770.3857421875,-77.03857421875
898800,-789.280517578125,-78.9280517578125
899100,-808.223327636719,-80.8223327636719
899400,-827.206298828125,-82.7206298828125
899700,-846.221557617188,-84.6221557617188
900000,-865.260986328125,-86.5260986328125
900300,-867.856994628906,-86.7856994628906
900600,-870.256530761719,-87.0256530761719
900900,-872.46533203125,-87.246533203125
901200,-874.489074707031,-87.4489074707031
901500,-876.333557128906,-87.6333557128906
901800,-878.004638671875,-87.8004638671875
902100,-879.508178710938,-87.9508178710938
902400,-880.85009765625,-88.085009765625
902700,-882.036315917969,-88.2036315917969
903000,-883.072875976562,-88.3072875976562
903300,-883.965881347656,-88.3965881347656
903600,-884.721374511719,-88.4721374511719
903900,-889.234375,-88.9234375
904200,-893.675903320312,-89.3675903320312
904500,-898.045776367188,-89.8045776367188
904800,-902.343933105469,-90.2343933105469
905100,-906.570190429688,-90.6570190429688
905400,-910.724487304688,-91.0724487304688
905700,-914.806640625,-91.4806640625
906000,-918.816711425781,-91.8816711425781
906300,-922.754699707031,-92.2754699707031
906600,-926.620666503906,-92.6620666503906
906900,-930.414672851562,-93.0414672851562
907200,-934.136962890625,-93.4136962890625
907500,-960.658935546875,-96.0658935546875
907800,-987.021179199219,-98.7021179199219
908100,-1013.19476318359,-101.319476318359
908400,-1039.1513671875,-103.91513671875
908700,-1064.86291503906,-106.486291503906
909000,-1119.52136230469,-111.952136230469
909300,-1144.46569824219,-114.446569824219
909600,-1169.06225585938,-116.906225585938
909900,-1193.28588867188,-119.328588867188
910200,-1217.11157226562,-121.711157226562
910500,-1240.51501464844,-124.051501464844
910800,-1263.47265625,-126.347265625
911100,-1223.24011230469,-122.324011230469
911400,-1182.81555175781,-118.281555175781
911700,-1142.23791503906,-114.223791503906
912000,-1101.546875,-110.1546875
912300,-1033.55432128906,-103.355432128906
912600,-992.934020996094,-99.2934020996094
912900,-952.347778320312,-95.2347778320312
913200,-911.836669921875,-91.1836669921875
913500,-871.442443847656,-87.1442443847656
913800,-831.206848144531,-83.1206848144531
914100,-791.172180175781,-79.1172180175781
914400,-724.178344726562,-72.4178344726562
914700,-724.999450683594,-72.4999450683594
915000,-725.736145019531,-72.5736145019531
915300,-726.384826660156,-72.6384826660156
915600,-726.941833496094,-72.6941833496094
915900,-727.403625488281,-72.7403625488281
916200,-727.766540527344,-72.7766540527344
916500,-728.02685546875,-72.802685546875
916800,-728.180969238281,-72.8180969238281
917100,-728.225158691406,-72.8225158691406
917400,-728.155700683594,-72.8155700683594
917700,-727.96875,-72.796875
918000,-727.660461425781,-72.7660461425781
918300,-752.471862792969,-75.2471862792969
918600,-754.928894042969,-75.4928894042969
918900,-757.010498046875,-75.7010498046875
919200,-758.705932617188,-75.8705932617188
919500,-760.004516601562,-76.0004516601562
919800,-760.895629882812,-76.0895629882812
920100,-761.368835449219,-76.1368835449219
920400,-761.413696289062,-76.1413696289062
920700,-761.019836425781,-76.1019836425781
921000,-760.176818847656,-76.0176818847656
921300,-758.874267578125,-75.8874267578125
921600,-757.101745605469,-75.7101745605469
921900,-734.098876953125,-73.4098876953125
922200,-711.295104980469,-71.1295104980469
922500,-688.700805664062,-68.8700805664062
922800,-666.325988769531,-66.6325988769531
923100,-644.1806640625,-64.41806640625
923400,-622.274658203125,-62.2274658203125
923700,-600.617431640625,-60.0617431640625
924000,-579.218322753906,-57.9218322753906
924300,-558.086669921875,-55.8086669921875
924600,-537.231262207031,-53.7231262207031
924900,-510.623657226562,-51.0623657226562
925200,-491.034332275391,-49.1034332275391
925500,-494.452606201172,-49.4452606201172
925800,-491.371032714844,-49.1371032714844
926100,-487.127319335938,-48.7127319335938
926400,-481.709442138672,-48.1709442138672
926700,-475.105926513672,-47.5105926513672
927000,-467.305633544922,-46.7305633544922
927300,-458.297821044922,-45.8297821044922
927600,-448.072021484375,-44.8072021484375
927900,-436.618133544922,-43.6618133544922
928200,-423.92626953125,-42.392626953125
928500,-409.986663818359,-40.9986663818359
928800,-394.789764404297,-39.4789764404297
929100,-371.186706542969,-37.1186706542969
929400,-347.853637695312,-34.7853637695312
929700,-324.792541503906,-32.4792541503906
930000,-302.004089355469,-30.2004089355469
930300,-279.487548828125,-27.9487548828125
930600,-257.240570068359,-25.7240570068359
930900,-235.258728027344,-23.5258728027344
931200,-213.535400390625,-21.3535400390625
931500,-192.061065673828,-19.2061065673828
931800,-172.476272583008,-17.2476272583008
932100,-163.360748291016,-16.3360748291016
932400,-154.215530395508,-15.4215530395508
932700,-145.629364013672,-14.5629364013672
933000,-137.012878417969,-13.7012878417969
933300,-128.370208740234,-12.8370208740234
933600,-124.674362182617,-12.4674362182617
933900,-115.649208068848,-11.5649208068848
934200,-106.634674072266,-10.6634674072266
934500,-97.6418762207031,-9.76418762207031
934800,-88.6865997314453,-8.86865997314453
935100,-79.7916870117188,-7.97916870117188
935400,-70.9905090332031,-7.09905090332031
935700,-62.3318328857422,-6.23318328857422
936000,-53.8849983215332,-5.38849983215332
936300,-47.8412590026855,-4.78412590026855
936600,-42.0016479492188,-4.20016479492188
936900,-55.1790618896484,-5.51790618896484
937200,-49.1045532226562,-4.91045532226562
937500,-43.0156745910645,-4.30156745910645
937800,-36.912525177002,-3.6912525177002
938100,-30.7952041625977,-3.07952041625977
938400,-24.6638221740723,-2.46638221740723
938700,-18.5184917449951,-1.85184917449951
939000,-12.3593273162842,-1.23593273162842
939300,-6.18645429611206,-0.618645429611206
939600,0,0
939900,0,0
940200,0,0
940500,0,0
940800,0,0
941100,0,0
941400,0,0
941700,0,0
942000,0,0
942300,0,0
942600,0,0
942900,0,0
943200,0,0
943500,0,0
943800,0,0
944100,0,0
944400,0,0
944700,0,0
945000,0,0
945300,0,0
945600,0,0
945900,0,0
946200,0,0
946500,0,0
946800,0,0
947100,0,0
947400,0,0
947700,0,0
948000,0,0
948300,0,0
948600,0,0
948900,0,0
949200,0,0
949500,0,0
949800,0,0
950100,0,0
950400,0,0
950700,0,0
951000,0,0
951300,0,0
951600,0,0
951900,0,0
952200,0,0
952500,0,0
952800,0,0
953100,0,0
953400,0,0
953700,0,0
954000,0,0
954300,0,0
954600,0,0
954900,0,0
955200,0,0
955500,0,0
955800,0,0
956100,0,0
956400,0,0
956700,0,0
957000,0,0
957300,0,0
957600,0,0
957900,0,0
958200,0,0
958500,0,0
958800,0,0
959100,0,0
959400,0,0
959700,0,0
960000,0,0
960300,0,0
960600,0,0
960900,0,0
961200,0,0
961500,0,0
961800,0,0
962100,0,0
962400,0,0
962700,0,0
963000,0,0
963300,0,0
963600,0,0
963900,0,0
964200,0,0
964500,0,0
964800,0,0
965100,-2.72992372512817,-0.272992372512817
965400,-5.45572233200073,-0.545572233200073
965700,-8.17734622955322,-0.817734622955322
966000,-10.3776865005493,-1.03776865005493
966300,-12.9452047348022,-1.29452047348022
966600,-15.5267972946167,-1.55267972946167
966900,-18.1985454559326,-1.81985454559326
967200,-20.7974720001221,-2.07974720001221
967500,-23.4021492004395,-2.34021492004395
967800,-26.0107135772705,-2.60107135772705
968100,-28.6217060089111,-2.86217060089111
968400,-31.2340087890625,-3.12340087890625
968700,-39.9476356506348,-3.99476356506348
969000,-48.5157928466797,-4.85157928466797
969300,-56.966926574707,-5.6966926574707
969600,-65.3211669921875,-6.53211669921875
969900,-73.5929489135742,-7.35929489135742
970200,-81.7927169799805,-8.17927169799805
970500,-89.9281158447266,-8.99281158447266
970800,-102.976219177246,-10.2976219177246
971100,-117.770812988281,-11.7770812988281
971400,-132.899139404297,-13.2899139404297
971700,-148.351699829102,-14.8351699829102
972000,-164.119155883789,-16.4119155883789
972300,-183.692001342773,-18.3692001342773
972600,-205.146682739258,-20.5146682739258
972900,-227.66487121582,-22.766487121582
973200,-253.257141113281,-25.3257141113281
973500,-280.667846679688,-28.0667846679688
973800,-309.868774414062,-30.9868774414062
974100,-340.829132080078,-34.0829132080078
974400,-373.515563964844,-37.3515563964844
974700,-407.892181396484,-40.7892181396484
975000,-445.5751953125,-44.55751953125
975300,-483.711944580078,-48.3711944580078
975600,-523.416564941406,-52.3416564941406
975900,-549.913940429688,-54.9913940429688
976200,-576.050659179688,-57.6050659179688
976500,-601.820678710938,-60.1820678710938
976800,-627.218627929688,-62.7218627929688
977100,-652.239562988281,-65.2239562988281
977400,-676.879028320312,-67.6879028320312
977700,-701.133117675781,-70.1133117675781
978000,-724.998229980469,-72.4998229980469
978300,-748.471435546875,-74.8471435546875
978600,-771.549926757812,-77.1549926757812
978900,-794.2314453125,-79.42314453125
979200,-816.514038085938,-81.6514038085938
979500,-842.067749023438,-84.2067749023438
979800,-867.541625976562,-86.7541625976562
980100,-892.925354003906,-89.2925354003906
980400,-918.208679199219,-91.8208679199219
980700,-943.381408691406,-94.3381408691406
981000,-968.433410644531,-96.8433410644531
981300,-993.3544921875,-99.33544921875
981600,-1018.134765625,-101.8134765625
981900,-1042.76428222656,-104.276428222656
982200,-1067.23303222656,-106.723303222656
982500,-1091.53149414062,-109.153149414062
982800,-1115.64990234375,-111.564990234375
983100,-1119.12463378906,-111.912463378906
983400,-1121.46752929688,-112.146752929688
983700,-1122.70251464844,-112.270251464844
984000,-1122.85400390625,-112.285400390625
984300,-1121.94714355469,-112.194714355469
984600,-1120.00708007812,-112.000708007812
984900,-1117.05969238281,-111.705969238281
985200,-1092.79309082031,-109.279309082031
985500,-1087.35400390625,-108.735400390625
985800,-1081.00061035156,-108.100061035156
986100,-1073.76135253906,-107.376135253906
986400,-1065.66516113281,-106.566516113281
986700,-1115.05895996094,-111.505895996094
987000,-1188.04455566406,-118.804455566406
987300,-1238.94665527344,-123.894665527344
987600,-1290.359375,-129.0359375
987900,-1342.1904296875,-134.21904296875
988200,-1394.34777832031,-139.434777832031
988500,-1471.96716308594,-147.196716308594
988800,-1524.90295410156,-152.490295410156
989100,-1577.78515625,-157.778515625
989400,-1630.53173828125,-163.053173828125
989700,-1683.0625,-168.30625
990000,-1744.62292480469,-174.462292480469
990300,-1754.86474609375,-175.486474609375
990600,-1764.61462402344,-176.461462402344
990900,-1773.86828613281,-177.386828613281
991200,-1782.62182617188,-178.262182617188
991500,-1790.87109375,-179.087109375
991800,-1798.61254882812,-179.861254882812
992100,-1805.84252929688,-180.584252929688
992400,-1812.55749511719,-181.255749511719
992700,-1818.75415039062,-181.875415039062
993000,-1824.42944335938,-182.442944335938
993300,-1829.58020019531,-182.958020019531
993600,-1834.20373535156,-183.420373535156
993900,-1766.49243164062,-176.649243164062
994200,-1706.94091796875,-170.694091796875
994500,-1646.10559082031,-164.610559082031
994800,-1584.06359863281,-158.406359863281
995100,-1520.89636230469,-152.089636230469
995400,-1429.79821777344,-142.979821777344
995700,-1365.37133789062,-136.537133789062
996000,-1300.30200195312,-130.030200195312
996300,-1206.83703613281,-120.683703613281
996600,-1140.5703125,-114.05703125
996900,-1045.52075195312,-104.552075195312
997200,-978.882568359375,-97.8882568359375
997500,-924.133544921875,-92.4133544921875
997800,-869.105041503906,-86.9105041503906
998100,-813.825866699219,-81.3825866699219
998400,-758.325012207031,-75.8325012207031
998700,-702.631896972656,-70.2631896972656
999000,-646.776184082031,-64.6776184082031
999300,-590.787780761719,-59.0787780761719
999600,-534.696594238281,-53.4696594238281
999900,-461.151885986328,-46.1151885986328
1000200,-406.849578857422,-40.6849578857422
1000500,-352.506469726562,-35.2506469726562
1000800,-298.148498535156,-29.8148498535156
1001100,-295.736846923828,-29.5736846923828
1001400,-293.326934814453,-29.3326934814453
1001700,-290.918884277344,-29.0918884277344
1002000,-288.512878417969,-28.8512878417969
1002300,-286.109008789062,-28.6109008789062
1002600,-283.707427978516,-28.3707427978516
1002900,-281.308258056641,-28.1308258056641
1003200,-278.911529541016,-27.8911529541016
1003500,-276.517395019531,-27.6517395019531
1003800,-274.125946044922,-27.4125946044922
1004100,-271.737182617188,-27.1737182617188
1004400,-269.351196289062,-26.9351196289062
1004700,-263.50146484375,-26.350146484375
1005000,-257.658386230469,-25.7658386230469
1005300,-251.822113037109,-25.1822113037109
1005600,-245.992752075195,-24.5992752075195
1005900,-240.170394897461,-24.0170394897461
1006200,-234.355133056641,-23.4355133056641
1006500,-228.547058105469,-22.8547058105469
