timestamp,load_1_p,load_1_q,pv_1_p,pv_1_q,load_2_p,load_2_q,pv_2_p,pv_2_q,load_3_p,load_3_q,pv_3_p,pv_3_q,load_4_p,load_4_q,pv_4_p,pv_4_q,load_5_p,load_5_q,pv_5_p,pv_5_q
10,1.0080102076983057,0.3950577063004385,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.8767003071522598,0.3435949455782915,-0.0,-0.0
11,0.9831289430779044,0.38530628190441496,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.8767003071522598,0.3435949455782915,-0.0,-0.0
12,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.8767003071522598,0.3435949455782915,-0.0,-0.0
13,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
14,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
15,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
16,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.4083369899078544,0.16003476294051958,-0.0,-0.0
17,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.5963141728828434,0.23370647199244152,-0.0,-0.0
18,0.15630538030764868,0.06125894812886547,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.5963141728828434,0.23370647199244152,-0.0,-0.0
19,0.7304884100092153,0.2862918188063304,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.07692794732176778,0.03014947486368557,-0.0,-0.0,0.5963141728828434,0.23370647199244152,-0.0,-0.0
20,0.8383072233642871,0.32854799118909883,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.2495884513106243,0.09781829622440205,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
21,1.269582476784575,0.4975726807201725,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.17453347969264543,0.06840287492470257,-0.0,-0.0,0.364695453969862,0.14293084379821305,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
22,1.269582476784575,0.4975726807201725,-0.0,-0.0,0.3602825745682888,0.14120135534536624,-0.0,-0.0,0.30428100987925355,0.11925331401967014,-0.0,-0.0,0.364695453969862,0.14293084379821305,-0.0,-0.0,0.1263712154453708,0.04952719936263662,-0.0,-0.0
